Charging event,User ID,CP ID,Connector,Start Date,Start Time,End Date,End Time,Total kWh,Site,Model
409106,15Q1User 628,70208,1,03/02/2015,09:09,03/02/2015,15:12,3.67,Elland Road Park and Ride,APT 7kW Dual Outlet
409108,15Q1User 636,70205,1,03/02/2015,09:10,03/02/2015,20:10,17.37,Elland Road Park and Ride,APT 7kW Dual Outlet
409880,15Q1User 628,70208,2,04/02/2015,09:00,04/02/2015,17:08,4.52,Elland Road Park and Ride,APT 7kW Dual Outlet
409917,15Q1User 636,70205,1,04/02/2015,10:03,04/02/2015,20:05,15.72,Elland Road Park and Ride,APT 7kW Dual Outlet
431316,15Q1User 636,70205,1,05/02/2015,09:04,05/02/2015,19:42,18.74,Elland Road Park and Ride,APT 7kW Dual Outlet
431326,15Q1User 628,70208,1,05/02/2015,09:17,05/02/2015,16:42,10.18,Elland Road Park and Ride,APT 7kW Dual Outlet
432045,15Q1User 628,70208,1,06/02/2015,08:57,06/02/2015,08:57,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
432049,15Q1User 628,70208,1,06/02/2015,09:00,06/02/2015,14:27,9.2,Elland Road Park and Ride,APT 7kW Dual Outlet
432051,15Q1User 636,70205,1,06/02/2015,09:08,06/02/2015,18:24,-17.38,Elland Road Park and Ride,APT 7kW Dual Outlet
432403,15Q1User 61,70206,2,06/02/2015,13:12,06/02/2015,13:21,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
432490,15Q1User 61,70206,1,06/02/2015,13:21,06/02/2015,14:29,3.39,Elland Road Park and Ride,APT 7kW Dual Outlet
432505,15Q1User 44,70204,1,06/02/2015,13:47,06/02/2015,15:38,5.42,Woodhouse Lane Car Park,APT 7kW Dual Outlet
447764,15Q1User 628,70208,1,09/02/2015,09:08,09/02/2015,17:20,4.66,Elland Road Park and Ride,APT 7kW Dual Outlet
447779,15Q1User 636,70205,1,09/02/2015,09:29,09/02/2015,18:59,12.76,Elland Road Park and Ride,APT 7kW Dual Outlet
449885,15Q1User 636,70205,1,10/02/2015,08:39,10/02/2015,18:04,21.27,Elland Road Park and Ride,APT 7kW Dual Outlet
449900,15Q1User 628,70208,1,10/02/2015,09:03,10/02/2015,17:08,9.42,Elland Road Park and Ride,APT 7kW Dual Outlet
450168,15Q1User 44,70204,2,10/02/2015,13:11,10/02/2015,17:11,12.49,Woodhouse Lane Car Park,APT 7kW Dual Outlet
452926,15Q1User 636,70205,1,11/02/2015,08:13,11/02/2015,20:28,16.55,Elland Road Park and Ride,APT 7kW Dual Outlet
453325,15Q1User 55,70206,1,11/02/2015,14:11,,,,Elland Road Park and Ride,APT 7kW Dual Outlet
458349,15Q1User 636,70205,1,13/02/2015,08:01,13/02/2015,16:02,18.75,Elland Road Park and Ride,APT 7kW Dual Outlet
460137,15Q1User 636,70205,1,16/02/2015,08:55,16/02/2015,18:42,19.92,Elland Road Park and Ride,APT 7kW Dual Outlet
460145,15Q1User 628,70208,1,16/02/2015,09:10,16/02/2015,16:50,7.18,Elland Road Park and Ride,APT 7kW Dual Outlet
460524,15Q1User 37,70206,1,16/02/2015,18:57,16/02/2015,19:56,6.5,Elland Road Park and Ride,APT 7kW Dual Outlet
460868,15Q1User 636,70205,1,17/02/2015,07:54,17/02/2015,19:00,15.3,Elland Road Park and Ride,APT 7kW Dual Outlet
460874,15Q1User 628,70208,2,17/02/2015,08:07,17/02/2015,16:38,9.08,Elland Road Park and Ride,APT 7kW Dual Outlet
461053,15Q1User 637,70207,2,17/02/2015,12:40,17/02/2015,17:31,15.83,Elland Road Park and Ride,APT 7kW Dual Outlet
461697,15Q1User 636,70205,1,18/02/2015,07:53,18/02/2015,20:14,12.54,Elland Road Park and Ride,APT 7kW Dual Outlet
461827,15Q1User 54,70206,2,18/02/2015,12:11,18/02/2015,14:27,7.5,Elland Road Park and Ride,APT 7kW Dual Outlet
468916,15Q1User 636,70205,1,19/02/2015,08:07,19/02/2015,18:58,14.9,Elland Road Park and Ride,APT 7kW Dual Outlet
468918,15Q1User 628,70208,1,19/02/2015,08:11,19/02/2015,15:57,11.63,Elland Road Park and Ride,APT 7kW Dual Outlet
472015,15Q1User 628,70208,1,23/02/2015,08:59,23/02/2015,16:59,4.04,Elland Road Park and Ride,APT 7kW Dual Outlet
472044,15Q1User 636,70205,1,23/02/2015,09:39,23/02/2015,14:32,16.38,Elland Road Park and Ride,APT 7kW Dual Outlet
472057,15Q1User 38,70203,2,23/02/2015,10:09,23/02/2015,13:48,13.61,Woodhouse Lane Car Park,APT 7kW Dual Outlet
472814,15Q1User 628,70208,2,24/02/2015,08:58,,,,Elland Road Park and Ride,APT 7kW Dual Outlet
473941,15Q1User 55,70206,2,25/02/2015,13:53,25/02/2015,16:21,3.44,Elland Road Park and Ride,APT 7kW Dual Outlet
475222,15Q1User 628,70208,1,27/02/2015,09:22,27/02/2015,17:25,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
478140,15Q1User 628,70208,1,03/03/2015,09:08,03/03/2015,17:21,4.56,Elland Road Park and Ride,APT 7kW Dual Outlet
478219,15Q1User 636,70205,1,03/03/2015,11:14,03/03/2015,17:40,18.13,Elland Road Park and Ride,APT 7kW Dual Outlet
479350,15Q1User 44,70204,1,04/03/2015,16:08,04/03/2015,19:52,6.3,Woodhouse Lane Car Park,APT 7kW Dual Outlet
479752,15Q1User 628,70208,1,05/03/2015,09:06,05/03/2015,16:40,-0.3,Elland Road Park and Ride,APT 7kW Dual Outlet
479770,15Q1User 636,70205,1,05/03/2015,09:33,05/03/2015,17:28,18.51,Elland Road Park and Ride,APT 7kW Dual Outlet
480916,15Q1User 636,70205,1,06/03/2015,09:48,06/03/2015,15:50,16.93,Elland Road Park and Ride,APT 7kW Dual Outlet
480957,15Q1User 628,70208,1,06/03/2015,11:26,06/03/2015,16:48,-4.26,Elland Road Park and Ride,APT 7kW Dual Outlet
482093,15Q1User 26,70206,2,07/03/2015,13:09,07/03/2015,16:52,8.94,Elland Road Park and Ride,APT 7kW Dual Outlet
483091,15Q1User 636,70205,1,09/03/2015,09:11,09/03/2015,17:42,18.73,Elland Road Park and Ride,APT 7kW Dual Outlet
483998,15Q1User 628,70208,1,10/03/2015,09:08,10/03/2015,17:11,12.75,Elland Road Park and Ride,APT 7kW Dual Outlet
484000,15Q1User 636,70205,1,10/03/2015,09:13,10/03/2015,17:45,17.23,Elland Road Park and Ride,APT 7kW Dual Outlet
485239,15Q1User 628,70208,1,11/03/2015,09:14,11/03/2015,17:00,9.42,Elland Road Park and Ride,APT 7kW Dual Outlet
485251,15Q1User 636,70206,1,11/03/2015,09:34,11/03/2015,17:38,15.17,Elland Road Park and Ride,APT 7kW Dual Outlet
485309,15Q1User 58,70205,1,11/03/2015,11:42,11/03/2015,15:41,9.56,Elland Road Park and Ride,APT 7kW Dual Outlet
486112,15Q1User 628,70208,1,12/03/2015,08:57,12/03/2015,16:55,8.66,Elland Road Park and Ride,APT 7kW Dual Outlet
486125,15Q1User 636,70206,1,12/03/2015,09:14,12/03/2015,17:57,14.77,Elland Road Park and Ride,APT 7kW Dual Outlet
486918,15Q1User 628,70208,1,13/03/2015,08:55,13/03/2015,16:55,8.25,Elland Road Park and Ride,APT 7kW Dual Outlet
488180,15Q1User 25,70200,2,15/03/2015,06:39,15/03/2015,08:31,7.17,Woodhouse Lane Car Park,APT 7kW Dual Outlet
488605,15Q1User 628,70208,1,16/03/2015,08:57,16/03/2015,16:38,4.23,Elland Road Park and Ride,APT 7kW Dual Outlet
488652,15Q1User 636,70206,1,16/03/2015,10:04,16/03/2015,18:39,14.93,Elland Road Park and Ride,APT 7kW Dual Outlet
489495,15Q1User 628,70208,1,17/03/2015,08:36,17/03/2015,16:30,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
490399,15Q1User 628,70208,1,18/03/2015,08:36,18/03/2015,16:19,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
491448,15Q1User 628,70208,1,19/03/2015,08:36,19/03/2015,16:27,8.88,Elland Road Park and Ride,APT 7kW Dual Outlet
491634,15Q1User 44,70204,2,19/03/2015,12:49,19/03/2015,15:43,4.86,Woodhouse Lane Car Park,APT 7kW Dual Outlet
492324,15Q1User 44,70204,2,20/03/2015,08:21,20/03/2015,15:15,8.47,Woodhouse Lane Car Park,APT 7kW Dual Outlet
492376,15Q1User 636,70205,1,20/03/2015,09:34,20/03/2015,16:02,15.38,Elland Road Park and Ride,APT 7kW Dual Outlet
493108,15Q1User 65,70204,1,21/03/2015,11:18,21/03/2015,12:36,4.8,Woodhouse Lane Car Park,APT 7kW Dual Outlet
493946,15Q1User 51,70202,2,22/03/2015,19:17,22/03/2015,22:21,9.6,Woodhouse Lane Car Park,APT 7kW Dual Outlet
494102,15Q1User 636,70205,1,23/03/2015,09:26,23/03/2015,18:00,6.49,Elland Road Park and Ride,APT 7kW Dual Outlet
494801,15Q1User 628,70208,1,24/03/2015,08:58,24/03/2015,15:58,6.34,Elland Road Park and Ride,APT 7kW Dual Outlet
495637,15Q1User 628,70208,1,25/03/2015,09:04,25/03/2015,16:31,11.47,Elland Road Park and Ride,APT 7kW Dual Outlet
496525,15Q1User 628,70208,1,26/03/2015,08:59,,,,Elland Road Park and Ride,APT 7kW Dual Outlet
497401,15Q1User 628,70208,1,27/03/2015,08:58,27/03/2015,16:52,8.98,Elland Road Park and Ride,APT 7kW Dual Outlet
499826,15Q1User 44,70203,2,30/03/2015,07:56,30/03/2015,09:52,6.39,Woodhouse Lane Car Park,APT 7kW Dual Outlet
499938,15Q1User 11,70204,2,30/03/2015,10:47,30/03/2015,11:13,0.66,Woodhouse Lane Car Park,APT 7kW Dual Outlet
500108,15Q1User 626,70206,2,30/03/2015,13:04,30/03/2015,13:28,1.09,Elland Road Park and Ride,APT 7kW Dual Outlet
500239,15Q1User 37,70201,2,30/03/2015,13:43,30/03/2015,14:49,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet
500720,15Q1User 44,70203,2,31/03/2015,07:51,31/03/2015,12:20,9.82,Woodhouse Lane Car Park,APT 7kW Dual Outlet
500786,15Q1User 636,70205,1,31/03/2015,08:56,31/03/2015,18:45,15.98,Elland Road Park and Ride,APT 7kW Dual Outlet
501755,15Q1User 44,70204,1,01/04/2015,07:52,01/04/2015,11:58,11.09,Woodhouse Lane Car Park,APT 7kW Dual Outlet
501798,15Q1User 636,70205,1,01/04/2015,08:56,01/04/2015,18:09,15.16,Elland Road Park and Ride,APT 7kW Dual Outlet
501803,15Q1User 628,70208,1,01/04/2015,09:05,01/04/2015,17:09,11.53,Elland Road Park and Ride,APT 7kW Dual Outlet
502529,15Q1User 44,70203,2,02/04/2015,07:36,02/04/2015,11:38,9.29,Woodhouse Lane Car Park,APT 7kW Dual Outlet
502596,15Q1User 628,70206,1,02/04/2015,09:00,02/04/2015,16:21,10.3,Elland Road Park and Ride,APT 7kW Dual Outlet
503572,15Q1User 67,70207,2,03/04/2015,13:20,03/04/2015,17:31,5.36,Elland Road Park and Ride,APT 7kW Dual Outlet
505124,15Q1User 628,70206,1,07/04/2015,08:55,07/04/2015,16:49,2.77,Elland Road Park and Ride,APT 7kW Dual Outlet
505132,15Q1User 636,70205,1,07/04/2015,09:14,07/04/2015,17:25,15.55,Elland Road Park and Ride,APT 7kW Dual Outlet
505797,15Q1User 636,70205,1,08/04/2015,08:17,08/04/2015,17:15,15.71,Elland Road Park and Ride,APT 7kW Dual Outlet
506805,15Q1User 628,70206,2,09/04/2015,08:26,09/04/2015,15:53,3.76,Elland Road Park and Ride,APT 7kW Dual Outlet
507574,15Q1User 636,70205,1,10/04/2015,08:27,10/04/2015,14:40,15.33,Elland Road Park and Ride,APT 7kW Dual Outlet
507577,15Q1User 628,70206,2,10/04/2015,08:28,10/04/2015,15:49,7.55,Elland Road Park and Ride,APT 7kW Dual Outlet
508023,15Q1User 49,70200,2,10/04/2015,17:03,10/04/2015,18:03,3.76,Woodhouse Lane Car Park,APT 7kW Dual Outlet
508332,15Q1User 63,70204,2,11/04/2015,10:05,11/04/2015,13:34,12.84,Woodhouse Lane Car Park,APT 7kW Dual Outlet
509301,15Q1User 602,70205,1,13/04/2015,08:16,13/04/2015,18:08,13.04,Elland Road Park and Ride,APT 7kW Dual Outlet
509814,15Q1User 15,70207,1,13/04/2015,16:28,13/04/2015,17:49,5.04,Elland Road Park and Ride,APT 7kW Dual Outlet
510149,15Q1User 636,70205,1,14/04/2015,08:33,14/04/2015,17:46,12.9,Elland Road Park and Ride,APT 7kW Dual Outlet
510158,15Q1User 628,70206,2,14/04/2015,08:43,14/04/2015,17:12,2.6,Elland Road Park and Ride,APT 7kW Dual Outlet
511066,15Q1User 636,70205,1,15/04/2015,08:31,15/04/2015,17:42,18.54,Elland Road Park and Ride,APT 7kW Dual Outlet
511176,15Q1User 55,70206,2,15/04/2015,10:38,15/04/2015,12:58,1.48,Elland Road Park and Ride,APT 7kW Dual Outlet
512061,15Q1User 628,70206,2,16/04/2015,08:15,16/04/2015,15:51,9.38,Elland Road Park and Ride,APT 7kW Dual Outlet
512076,15Q1User 636,70205,1,16/04/2015,08:26,16/04/2015,17:24,13.57,Elland Road Park and Ride,APT 7kW Dual Outlet
512489,15Q1User 44,70204,2,16/04/2015,14:09,16/04/2015,15:47,5.4,Woodhouse Lane Car Park,APT 7kW Dual Outlet
513057,15Q1User 636,70205,1,17/04/2015,08:26,17/04/2015,13:10,10.51,Elland Road Park and Ride,APT 7kW Dual Outlet
513066,15Q1User 628,70206,2,17/04/2015,08:37,17/04/2015,12:19,6.58,Elland Road Park and Ride,APT 7kW Dual Outlet
515264,15Q1User 602,70206,2,20/04/2015,09:00,,,,Elland Road Park and Ride,APT 7kW Dual Outlet
515273,15Q1User 636,70205,1,20/04/2015,09:11,20/04/2015,17:40,14.15,Elland Road Park and Ride,APT 7kW Dual Outlet
516670,15Q1User 636,70205,1,21/04/2015,09:03,21/04/2015,16:30,17.01,Elland Road Park and Ride,APT 7kW Dual Outlet
516673,15Q1User 628,70206,1,21/04/2015,09:06,21/04/2015,16:21,5.85,Elland Road Park and Ride,APT 7kW Dual Outlet
517947,15Q1User 628,70206,2,22/04/2015,09:00,22/04/2015,16:11,5.01,Elland Road Park and Ride,APT 7kW Dual Outlet
517965,15Q1User 636,70205,1,22/04/2015,09:20,22/04/2015,19:01,18.24,Elland Road Park and Ride,APT 7kW Dual Outlet
519206,15Q1User 636,70205,1,23/04/2015,08:28,23/04/2015,17:52,16.87,Elland Road Park and Ride,APT 7kW Dual Outlet
524770,15Q1User 628,70206,2,24/04/2015,08:58,24/04/2015,16:40,5.65,Elland Road Park and Ride,APT 7kW Dual Outlet
526510,15Q1User 11,70205,1,26/04/2015,09:58,26/04/2015,10:11,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
526512,15Q1User 11,70205,2,26/04/2015,10:11,26/04/2015,10:12,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
526514,15Q1User 11,70205,1,26/04/2015,10:13,26/04/2015,10:33,1.15,Elland Road Park and Ride,APT 7kW Dual Outlet
526976,15Q1User 636,70205,1,27/04/2015,08:42,27/04/2015,18:46,14.13,Elland Road Park and Ride,APT 7kW Dual Outlet
526997,15Q1User 628,70206,2,27/04/2015,08:57,27/04/2015,17:00,4.02,Elland Road Park and Ride,APT 7kW Dual Outlet
527966,15Q1User 636,70205,1,28/04/2015,10:35,28/04/2015,18:19,8.56,Elland Road Park and Ride,APT 7kW Dual Outlet
528812,15Q1User 628,70206,2,29/04/2015,09:01,,,,Elland Road Park and Ride,APT 7kW Dual Outlet
534356,15Q1User 636,70205,1,30/04/2015,08:12,30/04/2015,16:31,15.05,Elland Road Park and Ride,APT 7kW Dual Outlet
534415,15Q1User 628,70206,2,30/04/2015,09:01,30/04/2015,17:14,7.0,Elland Road Park and Ride,APT 7kW Dual Outlet
555909,15Q1User 628,70206,2,01/05/2015,08:57,01/05/2015,17:02,6.95,Elland Road Park and Ride,APT 7kW Dual Outlet
980114,15Q1User 628,70206,2,05/05/2015,09:01,05/05/2015,16:42,2.63,Elland Road Park and Ride,APT 7kW Dual Outlet
994934,15Q1User 44,70202,2,06/05/2015,07:30,06/05/2015,14:19,7.64,Woodhouse Lane Car Park,APT 7kW Dual Outlet
995009,15Q1User 628,70206,2,06/05/2015,08:57,06/05/2015,17:11,2.53,Elland Road Park and Ride,APT 7kW Dual Outlet
995170,15Q1User 43,70208,2,06/05/2015,12:50,06/05/2015,16:56,25.42,Elland Road Park and Ride,APT 7kW Dual Outlet
995973,15Q1User 628,70206,2,07/05/2015,08:52,07/05/2015,12:48,6.39,Elland Road Park and Ride,APT 7kW Dual Outlet
998834,15Q1User 53,70207,1,10/05/2015,17:00,10/05/2015,17:15,1.8,Elland Road Park and Ride,APT 7kW Dual Outlet
1000050,15Q1User 628,70206,2,12/05/2015,09:05,12/05/2015,15:20,9.26,Elland Road Park and Ride,APT 7kW Dual Outlet
1001033,15Q1User 628,70206,2,13/05/2015,09:01,13/05/2015,17:02,6.71,Elland Road Park and Ride,APT 7kW Dual Outlet
1002121,15Q1User 61,70206,2,14/05/2015,11:01,14/05/2015,12:26,5.02,Elland Road Park and Ride,APT 7kW Dual Outlet
1003159,15Q1User 628,70206,2,15/05/2015,08:57,15/05/2015,16:47,3.49,Elland Road Park and Ride,APT 7kW Dual Outlet
1006274,15Q1User 44,70203,2,19/05/2015,08:28,19/05/2015,11:02,8.43,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1006301,15Q1User 628,70206,2,19/05/2015,09:01,19/05/2015,17:55,4.71,Elland Road Park and Ride,APT 7kW Dual Outlet
1006736,15Q1User 51,70207,2,19/05/2015,15:22,19/05/2015,17:03,5.52,Elland Road Park and Ride,APT 7kW Dual Outlet
1007277,15Q1User 628,70206,2,20/05/2015,08:55,20/05/2015,15:55,7.03,Elland Road Park and Ride,APT 7kW Dual Outlet
1008299,15Q1User 44,70203,2,21/05/2015,07:37,21/05/2015,10:27,7.13,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1027494,15Q1User 63,70203,2,25/05/2015,12:09,25/05/2015,12:11,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1027497,15Q1User 63,70203,1,25/05/2015,12:12,25/05/2015,15:04,4.46,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1029026,15Q1User 628,70206,2,26/05/2015,08:51,26/05/2015,17:01,5.95,Elland Road Park and Ride,APT 7kW Dual Outlet
1030977,15Q1User 631,70206,1,27/05/2015,10:19,27/05/2015,14:24,20.58,Elland Road Park and Ride,APT 7kW Dual Outlet
1030983,15Q1User 58,70205,1,27/05/2015,10:23,27/05/2015,17:11,9.49,Elland Road Park and Ride,APT 7kW Dual Outlet
1031478,15Q1User 20,70204,2,27/05/2015,14:20,27/05/2015,17:37,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1032433,15Q1User 628,70206,2,28/05/2015,08:48,28/05/2015,17:24,3.02,Elland Road Park and Ride,APT 7kW Dual Outlet
1033069,15Q1User 44,70202,1,28/05/2015,16:45,28/05/2015,19:16,5.35,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1033989,15Q1User 628,70206,2,29/05/2015,08:42,29/05/2015,16:52,7.51,Elland Road Park and Ride,APT 7kW Dual Outlet
1036003,15Q1User 632,70205,1,30/05/2015,12:28,30/05/2015,17:29,18.32,Elland Road Park and Ride,APT 7kW Dual Outlet
1036190,15Q1User 55,70206,2,30/05/2015,13:20,30/05/2015,15:39,2.95,Elland Road Park and Ride,APT 7kW Dual Outlet
1036191,15Q1User 47,70208,1,30/05/2015,13:22,30/05/2015,16:53,12.73,Elland Road Park and Ride,APT 7kW Dual Outlet
1037442,15Q1User 64,70200,1,31/05/2015,13:49,31/05/2015,17:25,11.44,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1038405,15Q1User 628,70206,2,01/06/2015,08:53,01/06/2015,17:06,2.56,Elland Road Park and Ride,APT 7kW Dual Outlet
1041513,15Q1User 628,70206,2,03/06/2015,08:57,03/06/2015,16:56,9.86,Elland Road Park and Ride,APT 7kW Dual Outlet
1044706,15Q1User 628,70206,2,05/06/2015,08:46,05/06/2015,17:02,5.26,Elland Road Park and Ride,APT 7kW Dual Outlet
1045729,15Q1User 63,70202,1,05/06/2015,18:44,05/06/2015,23:01,6.71,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1049073,15Q1User 628,70206,2,08/06/2015,08:54,08/06/2015,16:56,6.26,Elland Road Park and Ride,APT 7kW Dual Outlet
1052350,15Q1User 628,70206,2,10/06/2015,08:55,10/06/2015,17:04,9.64,Elland Road Park and Ride,APT 7kW Dual Outlet
1054051,15Q1User 628,70206,2,11/06/2015,08:52,11/06/2015,16:10,6.41,Elland Road Park and Ride,APT 7kW Dual Outlet
1055577,15Q1User 628,70206,2,12/06/2015,08:48,12/06/2015,08:49,0.0,Elland Road Park and Ride,APT 7kW Dual Outlet
1060798,15Q1User 628,70206,2,16/06/2015,08:57,16/06/2015,17:00,2.76,Elland Road Park and Ride,APT 7kW Dual Outlet
1062084,15Q1User 62,70206,1,17/06/2015,08:16,17/06/2015,17:16,8.05,Elland Road Park and Ride,APT 7kW Dual Outlet
1062215,15Q1User 628,70206,2,17/06/2015,08:58,17/06/2015,17:17,7.18,Elland Road Park and Ride,APT 7kW Dual Outlet
1063822,15Q1User 628,70206,2,18/06/2015,09:02,18/06/2015,16:54,7.3,Elland Road Park and Ride,APT 7kW Dual Outlet
1065360,15Q1User 628,70206,2,19/06/2015,08:48,19/06/2015,16:43,6.98,Elland Road Park and Ride,APT 7kW Dual Outlet
