Charging event,User ID,CP ID,Connector,Start Date,Start Time,End Date,End Time,Total kWh,Site,Model,Unnamed: 11,Unnamed: 12,Unnamed: 13
11709431,21Q1User 1132,70204,1,03/02/2021,07:22,03/02/2021,18:57,88.43,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11702792,21Q1User 1147,70203,2,02/02/2021,16:37,02/02/2021,18:08,10.45,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11702494,21Q1User 612,70202,1,02/02/2021,16:07,03/02/2021,08:12,0.39,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11702485,21Q1User 612,70202,1,02/02/2021,16:06,02/02/2021,16:07,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11702390,21Q1User 624,81028,2,02/02/2021,15:57,03/02/2021,08:29,0.35,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11702360,21Q1User 149,81027,1,02/02/2021,15:53,03/02/2021,18:02,0.29,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11702316,21Q1User 613,81028,1,02/02/2021,15:50,03/02/2021,08:29,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11702287,21Q1User 613,81028,1,02/02/2021,15:47,02/02/2021,15:47,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11702278,21Q1User 613,81028,1,02/02/2021,15:46,02/02/2021,15:46,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11700583,21Q1User 1171,70200,2,02/02/2021,13:02,02/02/2021,18:54,44.81,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11698099,21Q1User 1144,81028,2,02/02/2021,08:37,02/02/2021,14:45,35.63,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11697716,21Q1User 380,70204,1,02/02/2021,07:51,02/02/2021,18:02,10.07,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11697512,21Q1User 1139,70203,1,02/02/2021,07:24,02/02/2021,18:31,12.47,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11695818,21Q1User 473,70222,2,02/02/2021,02:28,04/02/2021,08:02,-4.02,Wellington Place ,APT 7kW Dual Outlet,,,
11694150,21Q1User 620,70202,2,01/02/2021,21:11,02/02/2021,15:41,11.38,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11694138,21Q1User 613,81028,2,01/02/2021,21:09,02/02/2021,08:13,13.24,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11693239,21Q1User 615,70203,2,01/02/2021,18:56,02/02/2021,15:38,11.13,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11692975,21Q1User 149,81027,1,01/02/2021,18:20,02/02/2021,15:51,7.76,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11692937,21Q1User 624,70200,2,01/02/2021,18:15,02/02/2021,12:59,9.12,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11692921,21Q1User 621,70204,1,01/02/2021,18:13,01/02/2021,20:46,12.31,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11692904,21Q1User 618,70204,2,01/02/2021,18:11,02/02/2021,15:35,10.84,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11692891,21Q1User 623,70201,1,01/02/2021,18:09,02/02/2021,15:59,17.34,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11692714,21Q1User 612,70201,2,01/02/2021,17:45,02/02/2021,16:06,14.89,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11692213,21Q1User 615,70200,2,01/02/2021,16:45,01/02/2021,17:43,3.42,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11691759,21Q1User 613,70201,1,01/02/2021,15:54,01/02/2021,17:56,7.59,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11691079,21Q1User 520,81027,2,01/02/2021,14:36,03/02/2021,07:51,20.39,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11689749,21Q1User 623,81028,2,01/02/2021,12:08,01/02/2021,17:57,3.83,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11688336,21Q1User 433,81027,2,01/02/2021,09:16,01/02/2021,12:59,28.21,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11687622,21Q1User 1174,70203,1,01/02/2021,07:57,01/02/2021,20:09,66.65,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11687364,21Q1User 1115,70202,1,01/02/2021,07:24,01/02/2021,16:20,11.5,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11687224,21Q1User 1139,70202,2,01/02/2021,07:03,01/02/2021,17:06,11.93,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11687031,21Q1User 406,70204,2,01/02/2021,06:31,01/02/2021,16:17,8.98,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11682346,21Q1User 473,70222,2,31/01/2021,16:56,02/02/2021,01:15,1.13,Wellington Place ,APT 7kW Dual Outlet,,,
11682056,21Q1User 406,70200,2,31/01/2021,16:21,01/02/2021,06:26,12.66,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11682038,21Q1User 623,81028,2,31/01/2021,16:20,01/02/2021,08:04,15.19,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11681753,21Q1User 621,70204,1,31/01/2021,15:48,01/02/2021,08:03,19.95,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11681614,21Q1User 618,81027,1,31/01/2021,15:32,01/02/2021,08:07,13.49,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11681584,21Q1User 149,70201,2,31/01/2021,15:29,01/02/2021,08:07,15.32,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11680279,21Q1User 1132,70202,1,31/01/2021,13:15,31/01/2021,16:33,12.68,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11678383,21Q1User 473,70222,2,31/01/2021,09:52,31/01/2021,16:15,1.14,Wellington Place ,APT 7kW Dual Outlet,,,
11671953,21Q1User 612,70203,2,30/01/2021,17:34,01/02/2021,08:07,11.9,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11671595,21Q1User 621,81027,1,30/01/2021,16:51,31/01/2021,10:26,20.19,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11671558,21Q1User 613,70204,2,30/01/2021,16:46,01/02/2021,06:27,24.05,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11671525,21Q1User 618,70202,2,30/01/2021,16:43,31/01/2021,10:26,12.07,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11671457,21Q1User 624,70201,1,30/01/2021,16:35,01/02/2021,08:03,13.46,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11667548,21Q1User 473,70222,2,30/01/2021,09:48,31/01/2021,09:38,1.63,Wellington Place ,APT 7kW Dual Outlet,,,
11666862,21Q1User 149,70202,1,30/01/2021,08:21,31/01/2021,10:04,14.61,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11666546,21Q1User 520,81028,2,30/01/2021,07:36,30/01/2021,16:13,21.13,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11662733,21Q1User 613,70204,1,29/01/2021,21:09,30/01/2021,08:17,21.59,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11661580,21Q1User 623,70200,2,29/01/2021,18:40,29/01/2021,18:40,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11660835,21Q1User 612,70201,1,29/01/2021,17:11,30/01/2021,08:13,5.67,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11660627,21Q1User 621,81027,1,29/01/2021,16:47,30/01/2021,08:22,13.18,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11660520,21Q1User 624,70202,1,29/01/2021,16:35,30/01/2021,08:09,9.23,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11660507,21Q1User 618,81027,2,29/01/2021,16:33,30/01/2021,07:59,8.96,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11660477,21Q1User 623,70202,2,29/01/2021,16:30,30/01/2021,08:03,10.05,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11657032,21Q1User 433,81028,2,29/01/2021,10:35,29/01/2021,18:29,43.03,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11656185,21Q1User 1141,70202,1,29/01/2021,09:01,29/01/2021,14:35,20.83,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11655035,21Q1User 1139,70201,2,29/01/2021,07:05,29/01/2021,16:36,10.85,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11654873,21Q1User 406,70204,2,29/01/2021,06:42,29/01/2021,16:36,10.1,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11650058,21Q1User 624,70202,2,28/01/2021,18:18,29/01/2021,08:08,13.5,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11650016,21Q1User 149,70200,2,28/01/2021,18:13,29/01/2021,08:07,12.32,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11649926,21Q1User 618,70204,2,28/01/2021,18:03,29/01/2021,06:38,12.18,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11649905,21Q1User 620,70204,1,28/01/2021,18:00,29/01/2021,18:31,16.15,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11649792,21Q1User 612,81028,2,28/01/2021,17:48,29/01/2021,08:15,12.58,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11649270,21Q1User 620,70204,2,28/01/2021,16:49,28/01/2021,16:49,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11649262,21Q1User 620,70204,2,28/01/2021,16:48,28/01/2021,16:49,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11649256,21Q1User 620,70204,2,28/01/2021,16:48,28/01/2021,16:48,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11649246,21Q1User 620,70204,2,28/01/2021,16:47,28/01/2021,16:47,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11649242,21Q1User 615,70203,2,28/01/2021,16:47,29/01/2021,18:33,15.32,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11648603,21Q1User 613,70203,1,28/01/2021,15:38,29/01/2021,08:17,20.23,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11645005,21Q1User 1141,70203,1,28/01/2021,09:16,28/01/2021,11:52,19.5,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11644261,21Q1User 380,70201,1,28/01/2021,07:48,28/01/2021,17:48,4.33,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11644210,21Q1User 520,81028,2,28/01/2021,07:41,28/01/2021,16:49,22.85,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11644133,21Q1User 1115,70204,1,28/01/2021,07:29,28/01/2021,16:18,13.85,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11643974,21Q1User 1139,70202,1,28/01/2021,07:03,28/01/2021,15:32,11.81,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11641419,21Q1User 621,70201,2,27/01/2021,21:11,28/01/2021,18:09,28.88,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11641414,21Q1User 613,70200,2,27/01/2021,21:10,28/01/2021,08:35,18.28,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11641268,21Q1User 473,70222,2,27/01/2021,20:43,30/01/2021,09:10,-45.21,Wellington Place ,APT 7kW Dual Outlet,,,
11640659,21Q1User 620,81027,2,27/01/2021,18:53,28/01/2021,08:17,13.1,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11640640,21Q1User 623,81027,1,27/01/2021,18:49,28/01/2021,18:14,12.9,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11640630,21Q1User 624,81027,1,27/01/2021,18:48,27/01/2021,18:49,0.05,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11640052,21Q1User 612,70203,1,27/01/2021,17:19,28/01/2021,08:27,12.83,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11639879,21Q1User 618,70204,2,27/01/2021,16:53,28/01/2021,08:14,8.86,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11639750,21Q1User 149,70202,2,27/01/2021,16:35,28/01/2021,08:14,13.99,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11636226,21Q1User 1144,70201,2,27/01/2021,08:58,27/01/2021,16:17,25.57,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11635972,21Q1User 313,70204,1,27/01/2021,08:22,27/01/2021,16:41,8.32,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11635942,21Q1User 1138,70203,1,27/01/2021,08:17,27/01/2021,13:11,32.91,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11635925,21Q1User 1171,51468,2,27/01/2021,08:13,27/01/2021,19:14,45.01,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11635849,21Q1User 1174,70202,1,27/01/2021,07:59,27/01/2021,18:01,38.68,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11635803,21Q1User 380,70200,2,27/01/2021,07:50,27/01/2021,17:51,6.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11635730,21Q1User 1145,51467,2,27/01/2021,07:39,27/01/2021,15:39,12.51,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11633447,21Q1User 621,70203,1,26/01/2021,17:56,27/01/2021,08:06,6.65,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11633436,21Q1User 623,70203,2,26/01/2021,17:54,27/01/2021,08:11,9.74,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11633428,21Q1User 613,70204,2,26/01/2021,17:52,27/01/2021,08:04,21.71,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11633145,21Q1User 615,51467,1,26/01/2021,16:52,27/01/2021,18:40,12.71,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11633091,21Q1User 620,70201,2,26/01/2021,16:41,27/01/2021,08:14,18.35,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11633084,21Q1User 612,51468,2,26/01/2021,16:39,27/01/2021,08:07,13.1,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11633073,21Q1User 618,70204,1,26/01/2021,16:38,27/01/2021,08:04,11.24,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11633045,21Q1User 624,70201,1,26/01/2021,16:33,27/01/2021,18:37,9.46,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11619045,21Q1User 433,70204,2,26/01/2021,09:44,26/01/2021,17:47,31.64,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11618283,21Q1User 416,70201,1,26/01/2021,09:32,26/01/2021,11:09,6.23,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11615248,21Q1User 1141,70201,2,26/01/2021,08:46,26/01/2021,14:52,22.69,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11614226,21Q1User 313,70204,1,26/01/2021,08:30,26/01/2021,12:33,7.58,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11614027,21Q1User 613,70204,2,26/01/2021,08:27,26/01/2021,09:07,2.44,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11613893,21Q1User 1144,51467,1,26/01/2021,08:25,26/01/2021,16:12,57.98,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11611657,21Q1User 380,70202,1,26/01/2021,07:43,26/01/2021,17:47,10.03,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11611245,21Q1User 1115,51467,2,26/01/2021,07:17,26/01/2021,17:34,13.73,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11611020,21Q1User 1139,70203,1,26/01/2021,07:03,26/01/2021,17:40,11.57,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11603728,21Q1User 621,51468,2,25/01/2021,21:11,26/01/2021,08:05,13.54,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11599606,21Q1User 623,70200,2,25/01/2021,19:47,26/01/2021,17:56,18.2,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11588269,21Q1User 620,70201,2,25/01/2021,16:47,26/01/2021,08:08,15.05,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11587857,21Q1User 613,51468,2,25/01/2021,16:40,25/01/2021,18:26,11.63,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11587793,21Q1User 618,70204,2,25/01/2021,16:40,26/01/2021,08:03,10.83,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11587787,21Q1User 615,51467,1,25/01/2021,16:39,26/01/2021,07:59,12.16,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11578889,21Q1User 473,70222,2,25/01/2021,10:33,27/01/2021,17:36,9.71,Wellington Place ,APT 7kW Dual Outlet,,,
11578554,21Q1User 433,51468,2,25/01/2021,09:29,25/01/2021,12:25,22.55,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11578218,21Q1User 1118,51467,1,25/01/2021,08:27,25/01/2021,14:43,7.11,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11578012,21Q1User 380,70201,2,25/01/2021,07:46,25/01/2021,14:07,10.39,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11577826,21Q1User 1115,51467,2,25/01/2021,07:08,25/01/2021,14:34,12.84,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11577810,21Q1User 1139,70202,2,25/01/2021,07:04,25/01/2021,17:46,12.13,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11577717,21Q1User 406,70204,2,25/01/2021,06:39,25/01/2021,16:26,7.38,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11575189,21Q1User 613,51467,1,24/01/2021,15:43,25/01/2021,08:05,17.78,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11575181,21Q1User 618,51468,2,24/01/2021,15:42,25/01/2021,02:29,15.51,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11574400,21Q1User 473,70222,2,24/01/2021,13:28,24/01/2021,16:32,0.18,Wellington Place ,APT 7kW Dual Outlet,,,
11570793,21Q1User 473,70222,2,23/01/2021,18:21,24/01/2021,13:16,14.47,Wellington Place ,APT 7kW Dual Outlet,,,
11570683,21Q1User 623,70203,1,23/01/2021,17:52,25/01/2021,06:35,17.85,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11570440,21Q1User 615,70203,2,23/01/2021,16:54,25/01/2021,08:02,6.84,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11570415,21Q1User 624,70202,1,23/01/2021,16:54,25/01/2021,19:48,10.43,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11570381,21Q1User 620,70200,2,23/01/2021,16:48,25/01/2021,08:02,13.63,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11570344,21Q1User 618,51468,2,23/01/2021,16:41,24/01/2021,10:13,11.83,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11570342,21Q1User 621,70201,1,23/01/2021,16:41,25/01/2021,18:21,13.71,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11570324,21Q1User 613,51467,1,23/01/2021,16:36,24/01/2021,10:14,21.22,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11569272,21Q1User 473,70222,2,23/01/2021,13:34,23/01/2021,14:48,0.02,Wellington Place ,APT 7kW Dual Outlet,,,
11569013,21Q1User 620,70200,2,23/01/2021,12:52,23/01/2021,14:09,4.63,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11565687,21Q1User 1132,51467,1,22/01/2021,19:34,23/01/2021,09:25,73.25,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11565630,21Q1User 473,70222,2,22/01/2021,19:19,23/01/2021,13:22,13.53,Wellington Place ,APT 7kW Dual Outlet,,,
11565365,21Q1User 623,70202,1,22/01/2021,18:20,23/01/2021,08:07,18.26,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11565353,21Q1User 613,70200,2,22/01/2021,18:18,23/01/2021,08:27,17.57,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11564930,21Q1User 621,70204,1,22/01/2021,16:47,23/01/2021,08:06,12.78,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11564864,21Q1User 620,70201,1,22/01/2021,16:35,23/01/2021,08:07,14.16,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11564861,21Q1User 623,70204,2,22/01/2021,16:35,25/01/2021,06:34,10.69,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11562305,21Q1User 433,70200,2,22/01/2021,09:35,22/01/2021,17:39,16.75,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11562049,21Q1User 1141,51468,2,22/01/2021,08:54,22/01/2021,15:36,33.44,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11561722,21Q1User 1144,70200,2,22/01/2021,07:53,22/01/2021,09:02,4.38,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11561571,21Q1User 1123,51467,1,22/01/2021,07:25,22/01/2021,17:02,44.41,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11561488,21Q1User 1139,70202,2,22/01/2021,07:04,22/01/2021,16:06,10.51,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11559388,21Q1User 618,70203,1,21/01/2021,18:09,22/01/2021,18:21,12.86,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11559348,21Q1User 623,70203,2,21/01/2021,18:01,22/01/2021,08:01,19.21,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11559319,21Q1User 613,70204,2,21/01/2021,17:57,22/01/2021,09:07,17.28,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11558991,21Q1User 623,51467,2,21/01/2021,16:49,22/01/2021,08:15,13.53,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11558918,21Q1User 620,51468,2,21/01/2021,16:34,22/01/2021,08:00,10.18,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11558909,21Q1User 621,70201,2,21/01/2021,16:32,22/01/2021,08:27,28.21,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11557142,21Q1User 473,70222,2,21/01/2021,11:26,22/01/2021,16:59,7.24,Wellington Place ,APT 7kW Dual Outlet,,,
11557072,21Q1User 433,70202,2,21/01/2021,11:14,21/01/2021,17:37,20.76,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11556830,21Q1User 380,70200,2,21/01/2021,10:22,21/01/2021,17:01,7.67,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11556160,21Q1User 1144,70201,2,21/01/2021,08:15,21/01/2021,13:33,20.57,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11555978,21Q1User 235,70203,2,21/01/2021,07:37,21/01/2021,17:26,5.92,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11555963,21Q1User 520,51468,2,21/01/2021,07:33,21/01/2021,14:48,23.35,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11555904,21Q1User 1154,70202,1,21/01/2021,07:20,21/01/2021,18:33,41.54,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11553836,21Q1User 623,51467,2,20/01/2021,18:29,21/01/2021,08:22,14.98,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11553821,21Q1User 613,70204,1,20/01/2021,18:27,21/01/2021,08:30,15.02,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11553805,21Q1User 618,70204,2,20/01/2021,18:24,21/01/2021,08:23,9.93,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11553788,21Q1User 149,51467,1,20/01/2021,18:20,21/01/2021,18:03,14.89,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11548110,21Q1User 621,70200,2,20/01/2021,16:42,21/01/2021,08:22,31.35,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11536452,21Q1User 433,70201,1,20/01/2021,13:42,20/01/2021,17:11,13.63,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11522072,21Q1User 1115,70204,1,20/01/2021,09:59,20/01/2021,17:27,3.33,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11518158,21Q1User 1141,70200,2,20/01/2021,08:58,20/01/2021,14:55,41.22,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11516725,21Q1User 1171,70201,2,20/01/2021,08:30,20/01/2021,18:27,19.61,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11516428,21Q1User 1118,70202,2,20/01/2021,08:09,20/01/2021,12:23,7.04,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11516408,21Q1User 313,70201,1,20/01/2021,08:08,20/01/2021,12:24,5.48,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11516111,21Q1User 380,70202,1,20/01/2021,07:47,20/01/2021,17:44,6.7,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11515608,21Q1User 1138,70203,1,20/01/2021,07:10,20/01/2021,13:47,33.8,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11515532,21Q1User 1115,51467,1,20/01/2021,07:04,20/01/2021,09:51,10.05,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11515258,21Q1User 406,70204,2,20/01/2021,06:42,20/01/2021,16:41,10.02,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11488643,21Q1User 624,70203,2,19/01/2021,18:19,20/01/2021,18:25,10.08,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11488138,21Q1User 621,70204,1,19/01/2021,18:11,20/01/2021,08:21,29.39,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11488030,21Q1User 618,70204,2,19/01/2021,18:09,20/01/2021,06:38,4.84,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11482092,21Q1User 618,70204,1,19/01/2021,16:36,19/01/2021,18:07,5.43,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11481946,21Q1User 621,70204,2,19/01/2021,16:34,19/01/2021,18:05,5.62,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11463097,21Q1User 473,70222,2,19/01/2021,11:42,21/01/2021,09:41,-52.18,Wellington Place ,APT 7kW Dual Outlet,,,
11460434,21Q1User 313,70204,1,19/01/2021,11:00,19/01/2021,12:27,5.37,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11452595,21Q1User 1139,70201,1,19/01/2021,08:58,19/01/2021,17:29,10.9,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11450480,21Q1User 1144,51467,1,19/01/2021,08:16,19/01/2021,12:16,15.32,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11450328,21Q1User 433,70202,1,19/01/2021,07:56,19/01/2021,18:00,17.5,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11450262,21Q1User 380,70201,2,19/01/2021,07:45,19/01/2021,17:13,10.17,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11449997,21Q1User 406,70204,2,19/01/2021,06:36,19/01/2021,16:11,10.94,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11441832,21Q1User 613,70200,2,18/01/2021,21:08,20/01/2021,08:02,12.08,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11441317,21Q1User 473,70222,1,18/01/2021,20:59,19/01/2021,11:28,3.99,Wellington Place ,APT 7kW Dual Outlet,,,
