Charging event,User ID,CP ID,Connector,Start Date,Start Time,End Date,End Time,Total kWh,Site,Model,Unnamed: 11,Unnamed: 12,Unnamed: 13
11922959,21Q1User 380,70200,2,19/02/2021,07:46,19/02/2021,17:34,5.78,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11922603,21Q1User 1141,70201,2,19/02/2021,07:13,19/02/2021,20:12,47.85,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11917210,21Q1User 618,81027,1,18/02/2021,21:08,19/02/2021,08:14,11.43,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11915248,21Q1User 623,70203,2,18/02/2021,18:00,19/02/2021,08:34,9.62,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11915192,21Q1User 620,70203,1,18/02/2021,17:55,19/02/2021,09:48,4.1,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11914369,21Q1User 613,70202,1,18/02/2021,16:46,19/02/2021,08:37,16.18,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11914263,21Q1User 615,70204,1,18/02/2021,16:37,19/02/2021,17:52,9.8,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11914246,21Q1User 149,70204,2,18/02/2021,16:36,19/02/2021,08:22,10.63,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11914235,21Q1User 624,70200,2,18/02/2021,16:35,18/02/2021,18:19,2.53,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11910963,21Q1User 380,81028,1,18/02/2021,12:14,18/02/2021,17:59,4.47,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11910483,21Q1User 473,70222,2,18/02/2021,11:36,20/02/2021,08:00,3.8,Wellington Place ,APT 7kW Dual Outlet,,,
11907638,21Q1User 380,81028,1,18/02/2021,07:41,18/02/2021,11:08,5.39,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11907212,21Q1User 1139,70201,2,18/02/2021,07:03,18/02/2021,17:06,10.2,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11907036,21Q1User 406,70204,2,18/02/2021,06:45,18/02/2021,15:49,7.65,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11901959,21Q1User 620,70200,2,17/02/2021,21:12,18/02/2021,08:09,8.85,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11901927,21Q1User 613,70202,1,17/02/2021,21:08,18/02/2021,08:10,8.96,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11900411,21Q1User 615,70203,2,17/02/2021,18:40,18/02/2021,08:10,7.84,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11900245,21Q1User 624,81027,1,17/02/2021,18:26,18/02/2021,08:11,11.34,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11900194,21Q1User 618,70204,2,17/02/2021,18:21,18/02/2021,06:41,2.82,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11899008,21Q1User 618,81028,2,17/02/2021,16:39,17/02/2021,18:19,5.96,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11895296,21Q1User 621,70200,2,17/02/2021,11:49,17/02/2021,18:26,15.47,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11893717,21Q1User 1139,70202,2,17/02/2021,09:39,17/02/2021,16:45,10.5,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11892571,21Q1User 1144,81028,1,17/02/2021,08:05,17/02/2021,12:40,34.32,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11892292,21Q1User 380,70201,2,17/02/2021,07:42,17/02/2021,17:55,4.71,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11892013,21Q1User 1115,70204,1,17/02/2021,07:17,17/02/2021,17:44,14.14,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11891622,21Q1User 406,70204,2,17/02/2021,06:39,17/02/2021,16:15,8.27,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11885627,21Q1User 618,81028,2,16/02/2021,19:36,17/02/2021,08:04,10.42,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11884784,21Q1User 613,81027,2,16/02/2021,18:17,17/02/2021,18:02,13.58,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11884316,21Q1User 612,70203,1,16/02/2021,17:37,17/02/2021,18:30,7.55,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11883773,21Q1User 620,81028,1,16/02/2021,16:51,16/02/2021,18:19,4.87,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11883767,21Q1User 623,70203,2,16/02/2021,16:51,17/02/2021,18:34,5.14,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11883559,21Q1User 624,70204,2,16/02/2021,16:34,17/02/2021,06:36,8.88,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11883556,21Q1User 621,70202,1,16/02/2021,16:34,17/02/2021,08:19,25.32,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11880227,21Q1User 473,70222,2,16/02/2021,12:15,17/02/2021,12:18,0.22,Wellington Place ,APT 7kW Dual Outlet,,,
11876742,21Q1User 380,81027,2,16/02/2021,07:43,16/02/2021,17:41,9.93,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11876508,21Q1User 1139,70201,2,16/02/2021,07:22,16/02/2021,22:04,10.48,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11876138,21Q1User 406,70204,2,16/02/2021,06:45,16/02/2021,16:11,8.03,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11871064,21Q1User 621,70201,1,15/02/2021,21:06,16/02/2021,08:28,24.37,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11871056,21Q1User 613,70202,1,15/02/2021,21:06,16/02/2021,08:28,27.24,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11869279,21Q1User 623,70203,1,15/02/2021,18:11,16/02/2021,08:09,9.66,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11869249,21Q1User 623,70204,1,15/02/2021,18:08,16/02/2021,08:08,5.93,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11868621,21Q1User 612,70203,2,15/02/2021,17:15,16/02/2021,08:14,10.01,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11868342,21Q1User 613,70201,2,15/02/2021,16:50,15/02/2021,18:04,4.61,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11868268,21Q1User 621,81028,1,15/02/2021,16:44,15/02/2021,18:04,8.76,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11861301,21Q1User 1115,70201,1,15/02/2021,07:08,15/02/2021,18:02,13.84,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11861072,21Q1User 406,70204,2,15/02/2021,06:46,15/02/2021,16:14,9.97,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11852596,21Q1User 613,81027,1,14/02/2021,15:37,15/02/2021,08:19,13.62,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11852576,21Q1User 621,81028,1,14/02/2021,15:35,15/02/2021,08:30,13.47,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11852424,21Q1User 473,70222,2,14/02/2021,15:24,16/02/2021,11:58,22.84,Wellington Place ,APT 7kW Dual Outlet,,,
11849302,21Q1User 416,70204,1,14/02/2021,11:01,14/02/2021,13:10,16.2,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11847756,21Q1User 1139,70201,1,14/02/2021,08:40,14/02/2021,13:46,11.55,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11841387,21Q1User 1132,70203,1,13/02/2021,20:50,14/02/2021,10:40,87.69,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11841028,21Q1User 623,70201,2,13/02/2021,20:12,15/02/2021,08:17,25.38,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11838831,21Q1User 618,70202,2,13/02/2021,16:42,15/02/2021,18:04,11.99,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11839035,21Q1User 624,70204,2,13/02/2021,16:41,15/02/2021,06:43,18.51,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11838814,21Q1User 623,70200,2,13/02/2021,16:40,15/02/2021,08:19,7.06,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11838684,21Q1User 621,70204,1,13/02/2021,16:29,14/02/2021,09:58,34.38,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11837715,21Q1User 1144,81028,1,13/02/2021,15:08,13/02/2021,17:11,15.25,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11834901,21Q1User 621,70204,1,13/02/2021,11:32,13/02/2021,11:43,1.15,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11833991,21Q1User 473,70222,2,13/02/2021,10:17,14/02/2021,11:55,4.25,Wellington Place ,APT 7kW Dual Outlet,,,
11833522,21Q1User 449,80164,2,13/02/2021,09:37,13/02/2021,09:56,5.75,Elland Road Park and Ride,APT Triple Rapid Charger,,,
11832193,21Q1User 1115,81027,2,13/02/2021,07:35,13/02/2021,15:28,13.22,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11831862,21Q1User 1139,70201,2,13/02/2021,07:03,13/02/2021,19:48,12.18,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11826009,21Q1User 621,70203,1,12/02/2021,21:01,13/02/2021,08:22,30.53,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11824897,21Q1User 618,70204,1,12/02/2021,19:18,13/02/2021,08:10,14.39,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11823097,21Q1User 623,81028,1,12/02/2021,16:47,13/02/2021,08:09,34.41,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11823088,21Q1User 623,81027,1,12/02/2021,16:47,13/02/2021,08:10,10.8,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11823066,21Q1User 623,81027,2,12/02/2021,16:45,12/02/2021,16:45,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11823040,21Q1User 620,81028,2,12/02/2021,16:44,13/02/2021,18:32,15.78,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11823031,21Q1User 624,70204,2,12/02/2021,16:43,13/02/2021,08:10,15.29,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11822935,21Q1User 621,70204,1,12/02/2021,16:37,12/02/2021,18:24,11.71,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11817117,21Q1User 615,70203,2,12/02/2021,09:22,12/02/2021,17:55,8.76,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11816286,21Q1User 473,70222,2,12/02/2021,08:18,13/02/2021,09:11,2.74,Wellington Place ,APT 7kW Dual Outlet,,,
11816227,21Q1User 1141,70201,2,12/02/2021,08:13,12/02/2021,15:32,26.92,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11815478,21Q1User 1139,70200,2,12/02/2021,07:07,12/02/2021,17:30,12.31,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11815274,21Q1User 406,70204,2,12/02/2021,06:47,12/02/2021,16:19,12.84,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11810102,21Q1User 621,81028,1,11/02/2021,21:05,12/02/2021,08:26,6.74,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11810095,21Q1User 620,70203,2,11/02/2021,21:05,12/02/2021,08:12,7.54,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11808407,21Q1User 624,81027,2,11/02/2021,18:24,12/02/2021,08:12,17.1,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11807892,21Q1User 612,70202,2,11/02/2021,17:37,12/02/2021,17:58,15.71,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11807339,21Q1User 615,70204,2,11/02/2021,16:51,12/02/2021,06:43,12.43,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11807263,21Q1User 623,70204,1,11/02/2021,16:45,12/02/2021,08:13,14.49,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11807231,21Q1User 618,70201,1,11/02/2021,16:42,12/02/2021,08:11,9.34,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11804188,21Q1User 149,70203,1,11/02/2021,12:34,11/02/2021,18:26,8.07,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11801184,21Q1User 1144,81028,1,11/02/2021,08:21,11/02/2021,13:49,21.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11800992,21Q1User 520,81027,1,11/02/2021,08:01,,,,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11800644,21Q1User 1115,70204,2,11/02/2021,07:25,11/02/2021,16:42,12.5,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11796346,21Q1User 621,81028,2,10/02/2021,21:18,11/02/2021,17:55,11.6,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11795778,21Q1User 613,70200,2,10/02/2021,20:06,11/02/2021,18:24,21.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11794844,21Q1User 615,70203,1,10/02/2021,18:17,11/02/2021,08:49,10.03,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11794790,21Q1User 623,81027,2,10/02/2021,18:10,11/02/2021,08:08,20.87,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11794320,21Q1User 1179,70201,1,10/02/2021,17:20,10/02/2021,20:21,11.22,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11794080,21Q1User 624,70203,2,10/02/2021,16:56,11/02/2021,08:08,12.68,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11793923,21Q1User 618,70202,2,10/02/2021,16:39,11/02/2021,08:14,10.72,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11793896,21Q1User 623,70202,1,10/02/2021,16:36,11/02/2021,08:08,10.36,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11793800,21Q1User 1179,70204,2,10/02/2021,16:26,10/02/2021,18:37,3.36,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11791147,21Q1User 620,70203,1,10/02/2021,12:04,10/02/2021,18:12,8.96,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11789660,21Q1User 1149,70204,2,10/02/2021,09:27,10/02/2021,16:19,11.01,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11789297,21Q1User 304,81027,2,10/02/2021,08:48,10/02/2021,17:35,42.17,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11789250,21Q1User 1171,81027,1,10/02/2021,08:43,10/02/2021,18:38,41.45,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11788993,21Q1User 1180,70202,1,10/02/2021,08:16,10/02/2021,16:22,19.01,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11788403,21Q1User 1139,70201,1,10/02/2021,07:09,10/02/2021,17:06,11.44,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11783738,21Q1User 621,81028,1,09/02/2021,20:03,10/02/2021,17:53,8.56,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11783733,21Q1User 613,81027,2,09/02/2021,20:02,10/02/2021,08:20,19.24,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11783510,21Q1User 623,70202,2,09/02/2021,19:33,10/02/2021,08:02,24.8,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11783462,21Q1User 149,70200,2,09/02/2021,19:27,10/02/2021,18:10,13.83,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11783447,21Q1User 620,70202,1,09/02/2021,19:26,10/02/2021,08:05,13.07,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11783414,21Q1User 618,70204,1,09/02/2021,19:22,10/02/2021,08:09,4.74,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11782124,21Q1User 623,70201,2,09/02/2021,16:53,10/02/2021,08:04,12.16,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11781982,21Q1User 624,81028,1,09/02/2021,16:39,09/02/2021,19:29,2.25,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11781923,21Q1User 615,70203,1,09/02/2021,16:33,10/02/2021,08:16,11.47,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11781891,21Q1User 618,70203,2,09/02/2021,16:29,09/02/2021,19:18,10.1,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11779310,21Q1User 624,70200,2,09/02/2021,11:58,09/02/2021,16:10,10.15,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11779283,21Q1User 624,70200,2,09/02/2021,11:54,09/02/2021,11:56,0.05,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11778875,21Q1User 269,70202,1,09/02/2021,11:18,09/02/2021,15:46,16.54,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11777455,21Q1User 1141,70201,2,09/02/2021,08:51,09/02/2021,15:37,25.07,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11777224,21Q1User 1144,81028,1,09/02/2021,08:25,09/02/2021,15:42,54.28,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11777055,21Q1User 313,70201,1,09/02/2021,08:07,09/02/2021,15:51,8.48,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11773003,21Q1User 613,81028,1,08/02/2021,21:15,09/02/2021,08:05,32.97,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11771714,21Q1User 149,70203,1,08/02/2021,18:22,09/02/2021,08:00,11.04,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11771693,21Q1User 624,70203,2,08/02/2021,18:20,09/02/2021,08:02,15.72,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11771670,21Q1User 618,70204,1,08/02/2021,18:17,09/02/2021,08:00,14.62,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11771651,21Q1User 624,70201,1,08/02/2021,18:14,09/02/2021,08:02,17.76,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11771629,21Q1User 618,70201,1,08/02/2021,18:12,08/02/2021,18:13,0.04,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11770897,21Q1User 613,70202,1,08/02/2021,16:48,08/02/2021,18:02,4.57,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11770832,21Q1User 621,70204,2,08/02/2021,16:41,09/02/2021,18:13,31.75,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11770471,21Q1User 615,70200,2,08/02/2021,16:00,09/02/2021,08:00,15.49,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11769692,21Q1User 520,81027,1,08/02/2021,14:38,10/02/2021,07:38,24.26,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11768498,21Q1User 1180,81028,2,08/02/2021,12:41,08/02/2021,18:36,35.35,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11766538,21Q1User 1174,70200,2,08/02/2021,09:26,08/02/2021,12:43,24.99,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11765224,21Q1User 1139,70201,2,08/02/2021,07:07,08/02/2021,18:38,10.77,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11759630,21Q1User 621,81027,1,07/02/2021,16:30,08/02/2021,08:13,33.15,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11758624,21Q1User 613,70202,1,07/02/2021,14:40,08/02/2021,08:00,15.41,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11756545,21Q1User 473,70222,2,07/02/2021,11:07,12/02/2021,07:30,-24.11,Wellington Place ,APT 7kW Dual Outlet,,,
11749517,21Q1User 621,70203,2,06/02/2021,18:11,07/02/2021,10:00,29.98,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11749495,21Q1User 620,70203,1,06/02/2021,18:08,08/02/2021,18:09,6.61,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11749483,21Q1User 149,70204,2,06/02/2021,18:06,08/02/2021,08:00,12.47,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11749469,21Q1User 612,70204,1,06/02/2021,18:05,08/02/2021,18:06,7.01,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11749404,21Q1User 613,70200,2,06/02/2021,17:56,07/02/2021,10:00,23.5,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11748700,21Q1User 612,70204,2,06/02/2021,16:30,06/02/2021,17:59,5.33,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11748634,21Q1User 618,81028,2,06/02/2021,16:22,08/02/2021,08:04,13.82,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11748589,21Q1User 624,70201,1,06/02/2021,16:16,08/02/2021,08:03,16.37,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11748564,21Q1User 620,70203,1,06/02/2021,16:13,06/02/2021,16:27,0.84,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11747719,21Q1User 623,81028,1,06/02/2021,14:44,08/02/2021,08:04,12.18,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11743997,21Q1User 304,81027,1,06/02/2021,08:02,06/02/2021,18:55,31.98,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11743885,21Q1User 380,70202,1,06/02/2021,07:48,06/02/2021,17:36,9.98,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11741650,21Q1User 473,70222,2,06/02/2021,01:47,07/02/2021,10:53,24.01,Wellington Place ,APT 7kW Dual Outlet,,,
11739964,21Q1User 615,70200,2,05/02/2021,21:15,06/02/2021,17:52,5.07,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11739007,21Q1User 1139,70202,1,05/02/2021,19:02,06/02/2021,06:35,9.85,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11738489,21Q1User 613,81028,1,05/02/2021,17:59,06/02/2021,08:05,11.21,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11738028,21Q1User 612,70203,1,05/02/2021,17:06,06/02/2021,08:17,10.6,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11737848,21Q1User 618,70204,1,05/02/2021,16:45,06/02/2021,08:12,8.2,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11737813,21Q1User 624,81028,2,05/02/2021,16:42,06/02/2021,08:05,5.19,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11737799,21Q1User 621,70203,2,05/02/2021,16:40,06/02/2021,08:06,30.25,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11737793,21Q1User 149,70201,2,05/02/2021,16:40,06/02/2021,08:06,16.28,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11737764,21Q1User 623,70204,2,05/02/2021,16:37,06/02/2021,08:05,9.02,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11733300,21Q1User 1141,70203,1,05/02/2021,09:02,05/02/2021,15:36,44.38,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11733007,21Q1User 1144,81027,2,05/02/2021,08:33,05/02/2021,14:35,44.7,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11732948,21Q1User 1144,70202,1,05/02/2021,08:26,05/02/2021,08:29,0.17,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11732914,21Q1User 1144,70201,2,05/02/2021,08:23,05/02/2021,08:24,0.06,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11732845,21Q1User 1138,81028,1,05/02/2021,08:16,05/02/2021,14:38,38.11,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11732284,21Q1User 1123,70202,2,05/02/2021,07:11,05/02/2021,17:26,38.53,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11728498,21Q1User 613,81028,1,04/02/2021,20:57,05/02/2021,08:06,26.82,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11727548,21Q1User 1139,70202,1,04/02/2021,18:51,05/02/2021,07:40,10.63,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11727524,21Q1User 473,70222,2,04/02/2021,18:49,05/02/2021,23:44,-2.69,Wellington Place ,APT 7kW Dual Outlet,,,
11727411,21Q1User 623,70203,2,04/02/2021,18:36,05/02/2021,08:07,7.79,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11727387,21Q1User 624,70203,1,04/02/2021,18:32,05/02/2021,08:12,11.15,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11726413,21Q1User 149,70201,1,04/02/2021,16:41,05/02/2021,08:02,12.01,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11726377,21Q1User 621,70204,1,04/02/2021,16:37,05/02/2021,08:16,27.92,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11726312,21Q1User 615,70200,2,04/02/2021,16:29,05/02/2021,18:15,16.81,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11726268,21Q1User 620,81027,1,04/02/2021,16:25,05/02/2021,18:00,13.86,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11722004,21Q1User 473,70222,2,04/02/2021,09:12,04/02/2021,18:07,2.68,Wellington Place ,APT 7kW Dual Outlet,,,
11721894,21Q1User 1141,70201,2,04/02/2021,09:02,04/02/2021,15:14,23.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11721186,21Q1User 520,81028,2,04/02/2021,07:48,04/02/2021,16:47,20.61,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11721153,21Q1User 380,70203,1,04/02/2021,07:44,04/02/2021,17:51,9.33,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11720789,21Q1User 406,70204,2,04/02/2021,06:59,04/02/2021,16:27,9.35,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11717169,21Q1User 621,70200,2,03/02/2021,21:06,04/02/2021,08:12,36.37,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11717164,21Q1User 613,81027,2,03/02/2021,21:06,04/02/2021,08:18,26.59,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11715668,21Q1User 618,70204,2,03/02/2021,17:56,04/02/2021,06:55,4.27,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11715058,21Q1User 612,81028,1,03/02/2021,16:47,04/02/2021,18:27,9.77,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11715042,21Q1User 620,70202,1,03/02/2021,16:45,04/02/2021,08:04,16.97,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11714928,21Q1User 618,70200,2,03/02/2021,16:32,03/02/2021,17:54,4.89,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11710600,21Q1User 1141,70202,1,03/02/2021,09:14,03/02/2021,16:40,27.63,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11710527,21Q1User 304,81027,2,03/02/2021,09:06,03/02/2021,18:27,23.78,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11710354,21Q1User 1144,81028,1,03/02/2021,08:51,03/02/2021,13:26,17.28,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11710311,21Q1User 1144,81027,2,03/02/2021,08:47,03/02/2021,08:49,0.07,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11709837,21Q1User 1174,70203,1,03/02/2021,08:03,03/02/2021,18:27,43.87,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11709649,21Q1User 380,70201,2,03/02/2021,07:45,03/02/2021,18:04,5.21,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
