Charging event,User ID,CP ID,Connector,Start Date,Start Time,End Date,End Time,Total kWh,Site,Model
384954,User 636,70208,1,01/05/2015,09:03,01/05/2015,17:03,0,Elland Road Park and Ride,APT 7kW Dual Outlet
385563,User 628,70208,1,01/06/2015,09:04,01/06/2015,17:05,3.93,Elland Road Park and Ride,APT 7kW Dual Outlet
385578,User 636,70205,1,01/06/2015,09:35,01/06/2015,18:17,19.61,Elland Road Park and Ride,APT 7kW Dual Outlet
386323,User 628,70208,1,01/07/2015,09:02,01/07/2015,16:59,10.17,Elland Road Park and Ride,APT 7kW Dual Outlet
387054,User 44,70204,2,01/08/2015,08:10,01/08/2015,12:38,8.5,Woodhouse Lane Car Park,APT 7kW Dual Outlet
387085,User 628,70208,1,01/08/2015,08:57,01/08/2015,16:48,9.06,Elland Road Park and Ride,APT 7kW Dual Outlet
387172,User 636,70206,1,01/08/2015,11:28,01/08/2015,18:48,16.62,Elland Road Park and Ride,APT 7kW Dual Outlet
388093,User 628,70208,1,01/09/2015,09:24,01/09/2015,09:30,0.3,Elland Road Park and Ride,APT 7kW Dual Outlet
388952,User 51,70208,1,01/10/2015,09:51,01/10/2015,10:35,2.52,Elland Road Park and Ride,APT 7kW Dual Outlet
389789,User 628,70208,1,01/12/2015,09:07,,,,Elland Road Park and Ride,APT 7kW Dual Outlet
389818,User 636,70205,1,01/12/2015,09:43,01/12/2015,18:28,20.19,Elland Road Park and Ride,APT 7kW Dual Outlet
390527,User 44,70204,2,1/13/2015,08:14,1/13/2015,19:47,9.57,Woodhouse Lane Car Park,APT 7kW Dual Outlet
390573,User 628,70208,1,1/13/2015,09:04,1/13/2015,16:39,10.21,Elland Road Park and Ride,APT 7kW Dual Outlet
390587,User 636,70206,1,1/13/2015,09:17,1/13/2015,17:55,0,Elland Road Park and Ride,APT 7kW Dual Outlet
390879,User 55,70207,1,1/13/2015,14:18,1/13/2015,16:41,4.7,Elland Road Park and Ride,APT 7kW Dual Outlet
391247,User 636,70205,1,1/14/2015,09:01,1/14/2015,18:59,15.91,Elland Road Park and Ride,APT 7kW Dual Outlet
391250,User 628,70208,1,1/14/2015,09:06,1/14/2015,11:52,9.1,Elland Road Park and Ride,APT 7kW Dual Outlet
391285,User 55,70207,1,1/14/2015,10:26,1/14/2015,11:43,4.21,Elland Road Park and Ride,APT 7kW Dual Outlet
391975,User 22,70204,1,1/15/2015,07:59,1/15/2015,12:34,0,Woodhouse Lane Car Park,APT 7kW Dual Outlet
392057,User 636,70205,1,1/15/2015,09:59,1/15/2015,18:29,15.96,Elland Road Park and Ride,APT 7kW Dual Outlet
392773,User 628,70208,1,1/16/2015,09:19,1/16/2015,17:27,-19.31,Elland Road Park and Ride,APT 7kW Dual Outlet
393168,User 44,70204,2,1/16/2015,13:35,1/16/2015,15:31,5.83,Woodhouse Lane Car Park,APT 7kW Dual Outlet
395441,User 636,70206,1,1/19/2015,10:13,1/19/2015,18:48,6.43,Elland Road Park and Ride,APT 7kW Dual Outlet
395541,User 3,70207,1,1/19/2015,12:31,1/19/2015,12:58,1.62,Elland Road Park and Ride,APT 7kW Dual Outlet
396489,User 636,70205,1,1/20/2015,08:58,1/20/2015,19:56,13.52,Elland Road Park and Ride,APT 7kW Dual Outlet
396512,User 628,70208,1,1/20/2015,09:13,1/20/2015,16:55,0,Elland Road Park and Ride,APT 7kW Dual Outlet
398833,User 628,70208,1,1/21/2015,09:17,1/21/2015,17:00,10.42,Elland Road Park and Ride,APT 7kW Dual Outlet
398949,User 636,70205,1,1/21/2015,11:26,1/21/2015,20:13,16.24,Elland Road Park and Ride,APT 7kW Dual Outlet
399999,User 3,70206,1,1/21/2015,23:18,1/21/2015,23:34,0.96,Elland Road Park and Ride,APT 7kW Dual Outlet
400474,User 636,70205,1,1/22/2015,09:14,1/22/2015,17:37,22.37,Elland Road Park and Ride,APT 7kW Dual Outlet
401363,User 636,70205,1,1/23/2015,08:18,1/23/2015,15:39,16.2,Elland Road Park and Ride,APT 7kW Dual Outlet
401394,User 628,70208,1,1/23/2015,09:08,1/23/2015,16:21,12.75,Elland Road Park and Ride,APT 7kW Dual Outlet
402872,User 636,70205,1,1/26/2015,08:22,1/26/2015,16:54,19.34,Elland Road Park and Ride,APT 7kW Dual Outlet
402907,User 628,70208,1,1/26/2015,09:09,1/26/2015,17:00,3.67,Elland Road Park and Ride,APT 7kW Dual Outlet
403675,User 44,70204,2,1/27/2015,07:41,1/27/2015,17:26,8.93,Woodhouse Lane Car Park,APT 7kW Dual Outlet
403724,User 636,70205,1,1/27/2015,09:06,1/27/2015,18:30,15.21,Elland Road Park and Ride,APT 7kW Dual Outlet
403726,User 628,70208,1,1/27/2015,09:09,1/27/2015,15:50,5.79,Elland Road Park and Ride,APT 7kW Dual Outlet
405049,User 636,70205,1,1/28/2015,08:38,1/28/2015,20:10,13.07,Elland Road Park and Ride,APT 7kW Dual Outlet
405717,User 3,70206,1,1/28/2015,20:47,1/28/2015,20:47,0,Elland Road Park and Ride,APT 7kW Dual Outlet
405718,User 3,70206,1,1/28/2015,20:47,1/28/2015,22:45,6.81,Elland Road Park and Ride,APT 7kW Dual Outlet
406828,User 628,70208,1,1/30/2015,08:58,1/30/2015,15:18,4.76,Elland Road Park and Ride,APT 7kW Dual Outlet
406845,User 636,70206,1,1/30/2015,09:26,1/30/2015,16:20,0,Elland Road Park and Ride,APT 7kW Dual Outlet
407720,User 631,70206,1,1/31/2015,14:25,1/31/2015,16:53,0,Elland Road Park and Ride,APT 7kW Dual Outlet
408347,User 636,70205,1,02/02/2015,09:07,02/02/2015,20:05,20.12,Elland Road Park and Ride,APT 7kW Dual Outlet
409106,User 628,70208,1,02/03/2015,09:09,02/03/2015,15:12,3.67,Elland Road Park and Ride,APT 7kW Dual Outlet
409108,User 636,70205,1,02/03/2015,09:10,02/03/2015,20:10,17.37,Elland Road Park and Ride,APT 7kW Dual Outlet
409880,User 628,70208,2,02/04/2015,09:00,02/04/2015,17:08,4.52,Elland Road Park and Ride,APT 7kW Dual Outlet
409917,User 636,70205,1,02/04/2015,10:03,02/04/2015,20:05,15.72,Elland Road Park and Ride,APT 7kW Dual Outlet
431316,User 636,70205,1,02/05/2015,09:04,02/05/2015,19:42,18.74,Elland Road Park and Ride,APT 7kW Dual Outlet
431326,User 628,70208,1,02/05/2015,09:17,02/05/2015,16:42,10.18,Elland Road Park and Ride,APT 7kW Dual Outlet
432045,User 628,70208,1,02/06/2015,08:57,02/06/2015,08:57,0,Elland Road Park and Ride,APT 7kW Dual Outlet
432049,User 628,70208,1,02/06/2015,09:00,02/06/2015,14:27,9.2,Elland Road Park and Ride,APT 7kW Dual Outlet
432051,User 636,70205,1,02/06/2015,09:08,02/06/2015,18:24,-17.38,Elland Road Park and Ride,APT 7kW Dual Outlet
432403,User 61,70206,2,02/06/2015,13:12,02/06/2015,13:21,0,Elland Road Park and Ride,APT 7kW Dual Outlet
432490,User 61,70206,1,02/06/2015,13:21,02/06/2015,14:29,3.39,Elland Road Park and Ride,APT 7kW Dual Outlet
432505,User 44,70204,1,02/06/2015,13:47,02/06/2015,15:38,5.42,Woodhouse Lane Car Park,APT 7kW Dual Outlet
447764,User 628,70208,1,02/09/2015,09:08,02/09/2015,17:20,4.66,Elland Road Park and Ride,APT 7kW Dual Outlet
447779,User 636,70205,1,02/09/2015,09:29,02/09/2015,18:59,12.76,Elland Road Park and Ride,APT 7kW Dual Outlet
449885,User 636,70205,1,02/10/2015,08:39,02/10/2015,18:04,21.27,Elland Road Park and Ride,APT 7kW Dual Outlet
449900,User 628,70208,1,02/10/2015,09:03,02/10/2015,17:08,9.42,Elland Road Park and Ride,APT 7kW Dual Outlet
450168,User 44,70204,2,02/10/2015,13:11,02/10/2015,17:11,12.49,Woodhouse Lane Car Park,APT 7kW Dual Outlet
